Protein "Molecular weight (g/mol)" d00 d05 d10 d20 d20+06h d20+48h d00 d05 d10 d20 d20+06h d20+48h
Rv3342 26608.6 153 224 244 241 263 150 4.8 27.7 21.1 8.8 19.8 8.4
Rv3356c 29451.7 425 532 547 444 495 531 41.5 32.1 10.1 34.5 23.5 111.2
Rv3365c 93409.6 125 78 70 69 76 96 17.0 16.1 14.2 3.6 13.8 9.2
Rv3368c 23733.0 304 287 221 207 211 287 51.0 11.0 24.6 11.9 11.5 39.7
Rv3369 15717.8 336 439 416 367 385 464 24.2 38.0 47.4 69.6 40.8 103.2
Rv3372 41688.2 76 84 75 78 86 87 7.2 2.7 14.7 10.4 3.5 15.3
Rv3373 22662.2 56 25 20 14 16 62 12.1 5.0 5.2 1.0 3.8 11.0
Rv3376 23645.8 106 105 91 80 91 125 18.9 12.0 15.0 5.7 3.3 39.4
Rv3377c 55262.4 34 41 44 42 44 30 6.6 4.1 5.4 4.6 6.5 2.7
Rv3384c 14316.7 64 43 62 59 67 50 12.3 2.4 16.4 4.5 6.1 6.6
Rv3385c 11030.6 58 52 50 45 57 48 5.4 2.4 7.2 21.1 3.9 1.0
Rv3389c 30296.3 931 826 834 732 714 956 40.2 96.5 25.4 81.1 30.7 167.0
Rv3390 25056.4 450 235 187 180 198 258 116.6 29.8 9.8 19.6 11.0 33.1
Rv3392c 32461.2 281 386 262 221 268 290 27.6 55.0 7.9 46.8 42.5 19.7
Rv3396c 56027.8 472 546 603 570 603 648 40.1 37.7 37.6 39.9 22.2 134.0
Rv3399 38140.2 327 321 255 291 274 327 23.1 13.0 23.3 30.8 23.0 31.4
Rv3400 28227.7 391 441 468 444 443 431 44.0 26.7 37.8 23.5 44.1 50.3
Rv3401 87315.5 303 265 260 235 259 311 31.5 20.5 12.3 19.2 28.2 32.2
Rv3404c 26483.0 109 126 138 115 136 122 10.5 8.1 2.6 5.2 6.1 20.8
Rv3406 32578.9 61 57 61 84 138 60 12.9 7.5 14.7 22.1 6.1 9.2
Rv3407 11009.7 1411 1466 1328 1151 986 1558 194.0 150.2 288.6 159.6 135.8 332.0
Rv3408 14669.8 121 126 174 253 272 183 43.8 9.0 29.4 63.0 13.9 26.4
Rv3409c 63023.8 158 184 186 190 260 153 11.8 81.2 122.6 90.6 50.7 1.6
Rv3410c 38990.6 406 509 438 415 414 388 16.8 33.4 14.7 60.5 38.7 43.9
Rv3411c 54867.0 654 1061 1078 933 961 737 70.7 93.6 44.7 26.3 76.4 156.2
Rv3412 15269.9 23 21 26 17 22 17 6.5 1.2 2.4 1.7 2.7 1.0
Rv3417c 55877.5 5369 7692 7355 7030 6996 7238 527.1 227.8 557.4 432.0 561.7 1162.0
Rv3418c 10772.2 44632 51137 51381 54224 50486 51602 605.4 2131.3 1728.8 6466.6 4643.4 11535.7
Rv3423c 43355.6 171 213 210 179 193 194 9.0 8.1 25.3 18.0 21.8 47.8
Rv3432c 50747.7 118 120 121 104 117 91 14.1 11.8 2.8 17.1 7.8 15.6
Rv3433c 46857.3 22 23 22 22 24 22 1.9 3.0 2.1 1.5 1.9 5.3
Rv3436c 67539.7 365 353 323 301 346 363 9.8 24.7 21.5 7.0 31.1 40.6
Rv3438 29208.9 96 68 91 100 117 67 19.7 12.4 17.7 4.9 10.6 16.9
Rv3441c 45873.1 435 313 342 261 288 387 38.2 17.2 97.0 9.8 43.0 64.2
Rv3442c 16436.0 1093 1013 802 978 1072 1484 220.9 296.3 335.7 77.3 48.4 488.5
Rv3443c 16304.9 1459 684 795 1150 1392 1258 281.8 221.6 494.8 116.7 259.3 178.3
Rv3455c 28059.9 72 37 33 39 47 57 7.1 5.6 7.8 0.3 3.2 1.9
Rv3456c 19475.2 1667 1505 1369 1014 1163 1338 53.7 178.1 422.4 75.4 150.4 210.1
Rv3457c 37706.5 5674 5794 4733 4744 4590 5918 914.5 270.0 235.5 510.3 302.3 1004.5
Rv3458c 23475.8 2410 1894 1620 2375 2731 2780 315.2 602.7 778.7 28.4 262.7 247.5
Rv3459c 14784.9 1434 1592 1258 1211 1350 1524 362.9 211.4 201.0 80.0 169.3 705.5
Rv3460c 14350.7 713 969 847 1011 1008 1353 282.2 493.0 290.0 72.5 103.5 853.1
Rv3461c 4311.2 763 640 426 319 419 741 184.8 61.1 83.2 58.8 115.9 272.0
Rv3462c 8488.9 1344 1175 1115 1167 1251 1454 51.9 137.4 92.6 189.0 185.3 241.1
Rv3463 30650.8 1022 1110 910 979 1315 1138 218.4 132.0 62.0 107.9 96.6 102.2
Rv3464 37557.7 414 442 407 384 415 424 20.4 14.8 61.1 15.4 16.4 58.2
Rv3465 22314.0 208 229 285 266 270 202 21.2 9.8 9.1 20.9 12.5 50.2
Rv3477 9762.9 121 47 34 33 35 72 24.1 17.2 5.4 3.2 4.1 20.1
Rv3480c 53282.5 126 97 95 94 98 90 22.7 9.4 6.8 10.0 8.2 16.7
Rv3484 54354.6 73 91 83 67 64 65 14.4 8.3 8.2 3.9 6.8 15.6
Rv3485c 33193.8 286 302 290 273 287 265 11.8 32.8 35.8 46.8 15.3 33.6
Rv3487c 29397.6 103 61 66 68 68 71 14.9 1.3 4.8 6.1 2.8 11.0
Rv3488 11928.4 94 111 106 116 113 89 23.8 8.6 12.3 10.6 7.6 16.0
Rv3489 5695.4 1046 856 692 591 655 834 265.4 31.9 33.3 91.1 21.4 101.3
Rv3490 55862.5 266 232 249 253 265 245 13.2 52.4 35.8 15.8 16.4 47.3
Rv3492c 18006.9 176 141 112 113 90 124 14.8 9.8 31.1 16.0 48.7 13.5
Rv3493c 25578.8 131 99 85 82 103 103 11.8 10.6 16.2 11.5 24.7 13.6
Rv3494c 59636.8 358 301 276 253 283 298 55.4 9.6 37.6 34.6 27.7 42.0
Rv3496c 47201.4 91 76 69 56 66 62 13.1 6.1 7.9 5.8 14.0 7.3
Rv3497c 38132.4 107 86 85 78 80 78 14.6 9.4 5.7 5.7 11.5 6.6
Rv3498c 36880.3 80 75 72 81 88 72 8.8 17.1 17.2 5.8 6.7 13.6
Rv3499c 42418.3 78 62 63 62 73 56 10.7 14.7 11.3 6.0 6.0 13.4
Rv3502c 32734.8 769 598 563 568 432 725 166.7 127.0 26.3 177.0 39.7 95.4
Rv3504 43784.6 62 95 112 101 109 73 4.0 13.9 25.1 8.6 2.6 24.2
Rv3505 39007.9 66 82 81 69 82 60 9.0 1.3 8.1 22.2 1.5 15.9
Rv3509c 52040.3 848 937 914 741 836 823 35.7 6.3 139.3 79.1 7.0 185.0
Rv3515c 59708.5 170 206 151 144 184 162 19.6 6.4 40.6 23.1 27.8 30.4
Rv3516 28216.5 51 73 71 67 83 73 2.4 4.9 20.1 7.4 12.9 10.1
Rv3518c 44398.5 108 110 98 86 89 92 20.3 10.7 13.0 9.0 3.9 19.9
Rv3519 25960.0 337 207 221 236 271 308 34.2 41.4 65.4 38.7 48.2 14.6
Rv3520c 37584.9 408 438 488 452 493 509 40.9 34.8 97.1 13.7 18.9 95.9
Rv3524 36285.8 45 30 26 22 27 55 12.1 4.3 1.8 1.0 3.6 12.1
Rv3526 44235.5 75 117 116 82 106 75 4.6 8.3 10.4 3.7 1.6 10.5
Rv3528c 27440.4 478 368 400 368 405 447 19.8 71.6 21.5 2.7 23.8 55.1
Rv3534c 36442.4 114 187 216 139 149 123 9.5 18.9 71.0 11.9 35.5 9.6
Rv3535c 32008.5 232 349 389 353 355 240 33.6 15.8 64.9 50.5 35.3 37.2
Rv3536c 27891.6 73 119 120 99 112 93 3.3 16.7 8.0 7.7 9.0 17.5
Rv3537 60636.0 43 64 58 70 82 52 3.8 6.4 16.8 10.7 6.5 8.4
Rv3545c 48400.6 117 103 109 101 97 110 11.3 7.7 13.8 4.1 28.6 26.8
Rv3546 41328.8 111 119 122 113 120 120 18.9 15.6 6.3 5.1 9.9 17.8
Rv3547 17371.0 655 796 615 490 544 709 19.8 26.9 25.1 7.5 58.2 194.5
Rv3548c 31070.1 572 561 607 526 535 550 64.8 56.5 69.1 58.8 21.9 216.4
Rv3550 26332.9 51 60 59 53 64 43 1.3 4.5 13.3 9.3 0.9 8.2
Rv3554 76533.7 147 94 95 101 110 122 9.2 9.6 12.3 5.4 15.2 3.0
Rv3556c 40902.3 267 327 312 269 278 267 13.5 27.5 33.4 19.1 19.3 18.3
Rv3560c 42732.1 73 65 56 50 65 69 6.0 7.2 9.9 5.5 4.3 22.3
Rv3562 41332.5 76 134 121 120 107 94 16.5 8.3 40.2 9.6 23.4 29.0
Rv3563 33455.1 36 35 41 38 40 29 3.7 9.0 11.4 4.4 5.2 3.4
Rv3565 41048.7 36 44 40 38 40 37 6.7 1.7 2.0 1.7 2.1 2.3
Rv3566c 31029.2 94 87 83 63 74 79 20.9 2.9 11.2 4.4 3.5 17.4
Rv3568c 33582.3 106 73 79 84 96 66 10.6 11.0 2.0 2.3 8.4 6.8
Rv3569c 31875.4 148 188 194 204 208 191 23.2 8.6 13.4 30.1 25.3 30.2
Rv3570c 43110.5 316 333 327 304 347 306 37.0 24.3 23.3 30.7 10.0 54.7
Rv3572 18742.1 40 32 30 22 28 20 3.3 4.6 6.8 6.3 8.3 3.4
Rv3573c 74546.2 83 27 24 22 26 24 49.9 1.9 4.6 1.3 3.5 7.9
Rv3575c 38177.7 312 307 249 263 275 347 21.2 18.1 17.2 51.8 30.3 60.4
Rv3576 25020.1 66 58 61 51 56 59 1.1 3.3 4.5 7.0 3.8 5.7
Rv3579c 34009.8 39 55 47 42 44 66 12.3 24.4 6.2 9.5 5.3 41.5
Rv3580c 51822.5 244 241 221 188 228 296 10.7 3.2 11.7 6.8 5.0 48.2
Rv3581c 16425.8 42 50 41 33 32 49 12.1 2.5 3.4 3.9 2.2 24.0
Rv3582c 24041.5 226 292 352 349 344 233 33.3 4.0 20.7 48.8 17.6 25.5
Rv3583c 17907.4 1042 1659 1378 1538 1361 1047 202.9 182.8 260.7 209.0 98.4 298.5
Rv3584 18786.6 763 942 1081 980 1151 885 65.6 211.9 335.4 155.5 46.1 116.1
Rv3586 39031.1 174 183 207 186 175 195 13.3 19.6 32.7 25.0 13.0 34.1
Rv3587c 27066.9 352 343 163 143 148 270 58.1 32.0 15.2 16.3 33.1 58.1
Rv3588c 21791.8 362 322 241 273 303 368 57.2 35.6 60.5 42.5 19.1 128.1
Rv3591c 28510.4 66 63 59 54 66 57 2.2 8.2 3.0 7.9 12.2 5.3
Rv3592 11184.7 1238 1262 1223 1227 1218 1172 112.8 18.4 75.8 210.4 51.2 142.2
Rv3596c 93552.4 1430 1321 977 995 1130 1410 48.6 108.6 41.4 116.9 74.4 183.5
Rv3597c 12098.4 205 327 252 224 256 275 59.1 46.4 4.7 39.8 23.5 88.0
Rv3598c 55677.3 502 491 468 409 439 650 56.3 44.2 42.9 18.9 30.8 194.1
Rv3600c 29272.6 84 99 103 89 92 99 4.2 2.3 8.4 10.4 9.9 25.3
Rv3602c 32677.5 100 90 93 81 96 102 9.0 16.6 3.8 9.8 4.7 24.9
Rv3603c 31104.6 45 45 50 49 60 52 5.4 5.0 9.3 3.9 7.0 11.3
Rv3604c 43058.4 131 140 112 119 144 122 6.1 15.9 26.9 12.8 21.0 38.1
Rv3606c 20731.6 82 84 105 91 82 82 9.7 40.9 43.3 28.3 35.2 23.4
Rv3607c 14552.5 26 25 26 31 38 23 3.1 4.7 4.8 5.0 1.8 3.1
Rv3608c 28810.9 162 195 197 171 187 189 11.7 15.5 10.8 22.1 15.4 45.2
Rv3609c 22394.7 85 83 89 75 78 87 9.9 15.0 14.3 12.9 12.7 29.6
Rv3610c 81985.5 530 698 398 301 307 654 213.8 3.4 107.6 39.3 20.7 30.8
Rv3614c 19802.5 524 768 756 719 731 377 98.8 115.9 124.1 78.1 39.8 71.5
Rv3615c 10795.0 216 494 373 216 162 109 66.2 22.5 60.2 25.9 17.8 42.2
Rv3616c 39888.3 235 350 507 331 304 104 95.2 18.3 88.6 34.6 35.0 18.9
Rv3617 35096.6 78 102 119 121 99 74 20.3 2.5 25.8 11.3 32.5 13.2
Rv3623 24836.8 335 328 322 375 410 279 71.1 32.7 69.5 11.9 2.4 69.9
Rv3624c 23603.8 259 246 208 196 233 239 28.5 16.8 5.3 7.5 35.7 41.5
Rv3625c 34129.9 93 94 116 123 121 97 14.3 5.6 14.5 3.5 11.6 16.6
Rv3626c 38407.0 100 109 113 119 118 97 3.5 12.3 26.2 6.9 5.9 12.2
Rv3627c 46834.3 253 268 218 182 249 291 12.0 86.9 28.5 19.4 47.5 35.9
Rv3628 18296.6 1766 1839 1670 1245 1398 1809 255.3 78.0 69.9 87.2 41.4 145.6
Rv3633 32447.0 303 257 201 137 135 162 38.6 24.4 40.2 4.3 8.6 15.4
Rv3634c 33549.6 276 309 300 283 303 313 28.3 8.3 20.3 20.3 9.7 64.7
Rv3644c 41784.5 78 81 67 61 67 75 4.1 7.9 3.2 3.3 9.2 11.4
Rv3645 58759.3 169 166 152 155 177 203 12.7 11.0 10.5 10.2 23.1 18.4
Rv3646c 102318.0 424 440 336 273 318 460 2.2 58.1 25.3 11.9 33.5 93.8
Rv3647c 20314.4 56 53 45 43 45 61 3.9 5.1 2.9 3.0 8.9 11.1
Rv3648c 7370.2 1599 1741 1254 1144 1141 2026 803.9 246.3 92.2 87.0 114.3 448.5
Rv3651 37967.3 301 317 288 242 259 421 47.1 10.5 35.3 18.5 27.6 154.6
Rv3661 30679.1 149 113 143 139 141 143 24.9 34.0 35.5 11.3 24.4 16.5
Rv3662c 26338.2 116 95 102 103 123 142 42.2 26.8 22.6 32.9 4.1 31.7
Rv3666c 58381.5 49 40 39 30 40 47 3.1 4.1 11.6 7.6 3.9 6.7
Rv3667 71443.9 294 337 288 277 292 331 14.1 13.8 12.9 31.1 33.7 52.4
Rv3669 18887.1 360 354 317 289 333 367 36.8 30.1 21.0 15.8 34.9 11.9
Rv3671c 40721.4 327 262 256 220 253 316 27.4 16.5 9.1 23.1 17.3 43.5
Rv3672c 28890.8 290 339 330 299 343 429 15.4 55.6 20.3 40.1 35.1 43.4
Rv3673c 23643.2 66 46 37 35 36 59 13.5 2.6 3.2 3.9 3.1 5.5
Rv3674c 26998.3 102 95 102 109 123 86 23.1 11.0 29.2 5.9 12.7 22.8
Rv3676 24759.3 1500 1567 1593 1633 1730 1505 92.4 82.7 201.3 35.5 76.1 395.1
Rv3678A 5914.8 458 381 361 363 354 369 68.4 24.6 8.5 63.6 9.2 8.6
Rv3678c 15245.6 1458 1682 1764 1503 1429 1705 49.2 45.9 198.2 84.9 184.0 377.9
Rv3679 35856.3 334 276 346 358 362 346 17.2 56.1 34.5 19.8 24.7 16.1
Rv3680 41404.6 367 321 353 371 450 542 18.0 2.1 41.1 23.2 60.1 191.9
Rv3682 84635.8 377 318 268 201 222 371 40.9 36.3 15.3 5.0 40.5 75.9
Rv3683 34394.4 393 323 308 419 419 380 80.8 38.2 134.1 13.9 13.2 46.1
Rv3684 37623.3 336 261 235 188 215 336 20.6 11.6 22.4 20.9 30.5 26.3
Rv3687c 12632.5 101 107 101 104 105 101 8.6 13.6 13.4 14.0 7.4 26.8
Rv3688c 16701.1 206 226 244 219 204 249 30.0 21.0 25.5 28.3 18.6 44.5
Rv3691 35492.5 86 57 53 50 57 54 17.9 11.7 4.0 6.8 10.0 1.5
Rv3692 37904.4 889 889 803 794 908 848 42.0 33.9 49.9 47.9 43.5 56.9
Rv3693 47687.2 113 90 90 102 122 100 4.7 4.2 19.3 11.1 8.7 11.1
Rv3696c 55827.8 128 137 135 104 132 118 9.4 17.8 43.3 28.0 6.0 6.7
Rv3699 24998.1 518 652 660 637 642 518 63.1 38.5 113.6 81.5 44.0 55.5
Rv3700c 40446.1 26 25 25 23 22 17 2.5 4.3 3.4 2.4 3.4 4.8
Rv3701c 35404.1 58 50 41 36 41 43 8.8 2.1 10.2 4.5 5.3 6.1
Rv3707c 36450.4 36 31 22 23 21 28 6.8 2.2 3.1 1.5 2.6 4.8
Rv3708c 36230.2 838 1064 934 827 872 1041 140.9 162.9 132.1 121.5 56.0 222.0
Rv3709c 44429.6 1080 1144 907 756 796 1196 36.9 13.5 146.1 74.4 19.5 150.8
Rv3710 70081.6 480 629 592 500 556 625 13.4 38.4 57.5 69.4 29.4 71.8
Rv3711c 35749.9 24 20 18 16 19 19 2.2 1.8 1.8 1.8 3.5 4.9
Rv3713 24125.7 94 121 111 111 106 103 14.4 11.5 6.2 8.8 6.3 21.0
Rv3714c 33251.4 20 15 14 14 15 30 3.0 2.6 4.2 1.9 0.6 6.8
Rv3715c 22119.3 285 238 208 206 225 314 38.9 97.9 65.6 18.1 22.8 150.5
Rv3716c 13357.5 2306 2134 1965 1985 1866 2118 399.2 155.6 200.2 186.2 181.5 247.5
Rv3718c 15661.8 729 729 684 667 657 847 31.1 21.8 90.3 19.4 80.1 119.5
Rv3719 53007.0 411 674 616 556 526 532 46.2 88.9 62.2 91.9 340.1 48.0
Rv3720 46852.8 821 808 878 820 903 752 33.8 6.9 28.5 45.7 110.8 72.3
Rv3721c 61891.3 363 363 277 246 260 308 20.0 24.7 20.8 9.3 30.8 51.4
Rv3722c 47309.0 1012 981 898 818 848 1191 70.9 103.3 114.2 19.2 31.9 161.8
Rv3726 42035.8 202 225 235 201 222 165 12.6 19.5 10.8 22.3 27.7 38.4
Rv3731 40159.7 131 145 114 92 105 122 17.7 6.0 20.6 15.7 15.9 15.4
Rv3732 37532.8 135 117 108 101 108 115 16.6 7.7 9.0 5.5 22.3 14.9
Rv3734c 49303.8 371 481 521 533 551 384 67.9 9.4 7.5 19.6 101.9 54.1
Rv3747 13507.5 627 608 691 498 477 633 5.8 37.8 161.3 139.0 31.3 129.1
Rv3754 30991.1 177 190 183 157 175 157 15.9 18.5 11.1 23.7 7.6 22.2
Rv3755c 21969.8 147 176 119 84 101 146 16.7 10.6 14.1 11.4 6.5 12.0
Rv3758c 39552.3 51 61 49 50 59 51 4.3 9.1 3.6 11.1 4.9 14.4
Rv3759c 33357.9 63 55 58 48 61 50 9.0 10.8 3.3 6.2 4.8 1.8
Rv3761c 38532.7 350 345 286 285 319 353 22.2 31.0 26.9 8.9 12.4 51.4
Rv3763 15114.8 525 340 373 265 318 383 151.0 66.0 43.4 21.2 72.1 56.1
Rv3765c 25843.8 92 117 73 62 74 87 18.1 10.4 14.4 3.5 6.0 24.6
Rv3766 24605.5 37 40 33 28 30 32 7.9 6.0 3.3 4.9 8.5 2.4
Rv3767c 34723.2 203 263 198 171 178 237 2.5 5.9 4.2 18.3 21.1 18.9
Rv3768 13166.8 126 148 143 118 142 132 4.1 10.1 11.9 4.2 2.4 1.4
Rv3772 38007.5 364 334 322 330 326 376 31.0 37.1 20.2 37.7 25.3 29.3
Rv3773c 20724.5 86 94 122 83 90 81 10.7 0.7 18.2 11.3 17.7 32.9
Rv3774 29101.2 1255 1252 1308 1344 1324 1356 90.1 121.0 91.3 70.8 106.3 147.3
Rv3775 45273.7 278 286 273 198 221 218 14.5 38.3 46.7 20.4 17.3 80.3
Rv3777 33931.3 76 68 60 44 64 82 7.5 20.2 14.8 17.2 12.7 21.6
Rv3778c 41851.7 552 623 693 632 590 577 84.1 20.6 133.8 92.8 43.1 55.4
Rv3779 71762.8 33 41 54 42 52 34 5.1 5.1 8.8 15.0 16.3 6.4
Rv3780 19484.0 822 968 895 699 750 1053 46.8 18.0 8.7 31.3 28.5 204.3
Rv3781 29960.3 304 307 319 305 357 355 18.0 52.6 31.2 22.3 27.2 54.5
Rv3782 33864.0 158 146 166 148 150 157 6.5 11.9 13.1 30.6 27.3 18.0
Rv3784 36305.7 18 21 24 29 28 16 2.2 2.3 6.6 10.8 2.7 3.9
Rv3786c 44944.1 29 33 25 28 30 27 3.2 2.2 5.5 3.3 0.4 6.9
Rv3788 17374.4 626 758 676 678 614 486 79.9 81.6 69.0 48.4 71.6 197.1
Rv3790 50163.2 272 223 206 185 219 265 11.2 48.4 13.6 26.8 47.2 36.3
Rv3791 27468.8 356 274 256 294 330 324 36.9 28.2 50.7 20.2 66.7 25.6
Rv3792 69515.3 51 79 229 156 71 62 1.8 40.4 111.2 98.8 33.9 1.9
Rv3793 117490.0 206 185 168 159 172 225 15.1 30.0 11.2 24.1 19.5 59.0
Rv3794 115692.0 244 207 224 240 249 264 14.5 32.1 21.9 20.3 29.0 38.6
Rv3795 118021.0 180 180 150 131 158 175 16.7 11.3 32.6 24.9 44.8 22.0
Rv3796 39443.6 59 55 54 55 52 59 6.2 9.1 6.4 6.3 2.6 8.4
Rv3797 65322.2 102 101 96 105 91 93 50.2 20.0 12.6 15.0 4.6 16.7
Rv3799c 56647.7 567 443 406 421 478 490 36.6 47.9 46.5 22.2 48.5 81.1
Rv3800c 186446.0 2014 1667 1634 1560 1692 1593 247.6 102.2 54.3 109.2 118.7 154.3
Rv3801c 69232.0 3035 2245 2171 2038 2014 2191 75.5 190.5 132.5 208.7 61.8 254.1
Rv3802c 35448.3 205 170 140 114 130 168 16.5 25.3 13.5 8.0 3.1 23.8
Rv3803c 31088.9 622 645 606 328 282 359 162.0 43.9 39.6 74.7 54.3 68.4
Rv3804c 35686.2 4011 2615 2183 1738 1476 4568 362.8 559.9 371.0 154.0 328.8 1054.1
Rv3805c 68709.6 148 118 153 141 177 140 13.1 34.4 19.7 19.1 34.8 27.8
Rv3806c 32654.5 84 88 75 67 71 93 25.2 22.7 11.9 6.3 17.8 42.7
Rv3808c 71506.5 337 265 253 262 295 307 28.8 26.1 38.4 16.0 9.3 25.1
Rv3809c 45814.4 469 429 415 406 435 447 34.6 32.7 56.1 10.7 22.8 20.7
Rv3813c 28515.4 283 300 363 319 314 272 33.6 16.0 32.5 14.7 38.3 47.5
Rv3814c 29290.9 220 145 163 224 271 214 12.2 58.7 63.1 29.5 28.7 26.1
Rv3815c 27672.9 40 44 55 49 73 40 2.3 3.9 26.8 15.8 9.9 2.3
Rv3816c 28421.8 435 317 419 511 595 482 20.8 113.8 106.6 18.6 32.2 35.8
Rv3817 27209.8 58 44 52 50 53 66 2.1 3.5 3.8 20.7 4.5 6.1
Rv3818 57615.2 294 332 303 276 294 324 35.2 10.3 7.9 21.4 9.9 52.3
Rv3819 12825.1 108 77 91 84 107 62 35.1 25.3 9.6 7.7 10.9 12.6
Rv3820c 52118.0 160 93 101 99 93 130 11.0 7.5 14.9 15.7 14.6 26.7
Rv3824c 56095.8 162 81 89 78 99 133 14.3 19.6 12.8 1.2 37.4 46.6
Rv3825c 225758.0 433 267 300 259 227 308 32.5 53.3 131.6 25.4 12.6 42.1
Rv3826 62840.8 277 267 225 196 208 217 3.3 8.7 61.3 21.3 46.7 16.3
Rv3834c 45292.3 307 394 374 344 363 369 62.3 20.1 89.9 11.9 13.7 72.6
Rv3835 47043.3 68 52 35 28 32 58 4.8 3.6 2.6 2.1 1.9 16.7
Rv3837c 25019.1 127 108 134 129 175 125 16.4 7.1 9.1 33.1 13.5 33.7
Rv3838c 33601.2 276 298 331 271 299 331 9.8 12.9 11.1 8.6 34.2 23.0
Rv3841 20442.0 3592 12154 19722 15242 15593 10154 281.9 2493.0 3548.0 1929.6 347.3 1141.9
Rv3842c 29917.0 108 61 50 43 51 68 16.3 7.0 8.1 13.2 15.4 6.7
Rv3843c 37352.8 86 82 48 35 52 84 12.4 5.8 5.3 3.8 10.1 1.2
Rv3846 23001.9 2986 3979 3653 2181 2388 3030 182.5 256.2 324.8 203.9 129.4 869.6
Rv3849 14708.7 1744 1757 1634 1292 1439 1394 353.5 137.7 205.9 47.2 67.6 193.2
Rv3850 23810.9 166 197 225 192 171 198 12.3 40.4 25.0 6.3 13.6 53.2
Rv3852 13823.1 855 533 870 831 924 823 100.0 205.8 129.3 59.9 95.2 229.7
Rv3853 16203.4 409 366 359 311 308 332 50.3 19.6 42.8 25.2 12.7 108.8
Rv3854c 55326.1 172 303 280 303 345 191 6.0 44.7 28.3 65.4 8.5 33.7
Rv3855 23724.7 222 410 390 341 319 248 19.6 24.4 81.0 64.8 34.9 46.3
Rv3856c 36701.4 68 74 72 77 72 82 5.6 5.5 11.4 4.5 1.8 6.7
Rv3858c 53451.8 279 219 157 172 160 323 40.7 16.5 29.2 60.1 15.5 71.2
Rv3859c 165943.0 344 257 318 306 326 354 29.8 32.7 1.2 41.1 37.8 61.7
Rv3863 41087.6 184 217 170 136 144 204 25.8 24.0 19.5 5.8 14.6 61.8
Rv3864 42068.8 251 279 266 233 264 313 56.4 29.9 31.7 17.1 42.3 98.0
Rv3865 10618.0 475 479 453 382 423 595 41.1 48.7 27.2 39.3 52.6 16.2
Rv3866 30064.1 154 229 149 128 106 128 10.9 34.1 77.3 60.5 14.3 13.4
Rv3867 19945.6 337 350 323 279 320 360 60.6 45.8 8.4 19.4 22.9 35.7
Rv3868 62425.6 425 503 491 410 428 441 21.1 30.3 41.9 39.1 36.0 136.6
Rv3869 51092.7 211 283 204 237 249 319 2.2 163.2 12.6 74.5 76.2 226.9
Rv3870 80913.0 297 331 339 316 349 216 19.9 22.5 62.1 28.4 41.7 23.2
Rv3871 64560.8 293 341 288 280 320 198 44.1 56.1 27.4 14.1 30.9 37.5
Rv3873 37330.0 129 120 140 99 104 119 12.9 5.9 7.1 11.3 1.2 8.2
Rv3874 10793.8 4671 11173 12855 12167 11657 10478 1325.8 1695.7 1930.8 1373.6 1451.6 1562.4
Rv3875 9903.9 1827 4709 4413 3672 3854 4215 390.1 328.3 99.0 255.5 91.4 387.2
Rv3876 70645.1 281 415 379 354 391 326 106.6 76.5 26.8 30.5 22.8 112.0
Rv3877 53981.3 58 51 88 93 98 42 19.4 6.9 8.7 14.4 17.3 1.3
Rv3878 27395.3 85 85 48 44 52 83 4.4 8.9 9.2 1.0 5.1 12.0
Rv3879c 74492.3 319 315 274 275 309 338 29.3 6.1 47.0 12.4 22.4 52.6
Rv3880c 12167.5 642 711 716 630 613 552 194.4 57.2 77.1 103.6 33.0 38.7
Rv3881c 47593.8 897 947 841 757 778 973 17.8 55.4 42.3 46.1 23.4 126.6
Rv3882c 50396.7 136 108 91 121 122 147 7.1 14.9 11.6 14.7 30.6 9.1
Rv3883c 45086.0 76 77 60 55 56 61 18.3 15.6 5.5 6.3 5.9 6.7
Rv3885c 57638.1 66 53 42 39 42 61 3.8 5.7 6.1 9.2 3.5 17.4
Rv3886c 55594.4 73 71 70 60 62 60 6.4 1.0 4.3 7.2 2.2 8.9
Rv3888c 37691.8 327 268 287 274 289 282 26.7 21.5 42.2 16.8 21.7 28.3
Rv3890c 9919.9 431 244 151 139 160 319 49.1 82.9 4.6 11.6 14.8 42.4
Rv3891c 11161.5 482 359 219 212 235 370 90.8 76.2 9.9 20.6 66.3 55.3
Rv3894c 153700.0 22 17 14 12 17 17 2.2 1.0 4.8 4.2 2.7 3.1
Rv3895c 51587.0 225 271 280 275 285 302 38.5 28.8 23.9 41.7 41.8 17.8
Rv3907c 53055.4 259 249 232 226 240 280 16.8 3.2 24.4 5.9 10.2 45.0
Rv3908 27139.4 116 130 144 118 139 131 28.7 14.5 19.3 15.9 14.8 30.4
Rv3909 83877.4 167 172 154 153 166 171 18.5 22.4 25.0 14.7 6.4 14.0
Rv3910 123564.0 294 303 282 264 286 288 3.6 13.7 29.1 27.1 35.8 18.8
Rv3913 35643.0 829 752 603 571 687 834 158.0 119.7 70.0 93.4 40.7 133.4
Rv3914 12544.5 4633 4826 4804 4265 4320 3764 133.6 139.1 439.4 488.7 328.4 425.7
Rv3915 43911.5 205 152 124 120 138 173 34.1 6.4 18.7 8.3 10.9 27.5
Rv3916c 26577.4 156 187 164 196 149 143 15.4 3.8 21.9 77.0 8.7 19.1
Rv3917c 37018.3 549 379 379 409 451 481 86.3 54.3 80.8 31.5 58.7 36.5
